"playercode","EventId","iscritto","Year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","IFNULL(`Rank`, 601)","ha_pts_def"
hg94,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,197,0
hg94,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,197,0
o0a2,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,198,0
o0a2,4713,1,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,198,0
m0aw,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,201,0
m0aw,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,201,0
z09z,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,207,0
z09z,4713,1,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,207,0
r0fp,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,209,0
r0fp,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,209,0
b0gr,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,211,0
b0gr,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,211,0
df88,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,213,0
df88,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,213,0
n09u,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,214,0
n09u,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,214,0
l0cx,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,222,0
l0cx,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,222,0
rh59,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,225,0
rh59,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,225,0
h09f,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,228,0
h09f,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,228,0
ta12,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,232,0
ta12,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,232,0
b0mm,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,234,0
b0mm,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,234,0
sx90,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,236,0
sx90,4713,1,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,1,236,0
g0dh,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,237,0
g0dh,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,237,0
s0la,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,243,0
s0la,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,243,0
bu54,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,249,0
bu54,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,249,0
v0dp,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,256,0
v0dp,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,256,0
g09c,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,257,1
g09c,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,257,1
d0l3,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,261,0
d0l3,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,261,0
kc56,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,267,0
kc56,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,267,0
m0ea,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,269,0
m0ea,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,269,0
p0iy,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,273,0
p0iy,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,273,0
e0ac,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,274,0
e0ac,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,274,0
ga79,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,284,1
ga79,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,284,1
p0df,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,285,0
p0df,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,285,0
s0ek,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,287,0
s0ek,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,287,0
w857,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,292,0
w857,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,292,0
c0aj,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,296,0
bu70,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,301,0
bu70,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,301,0
m0nb,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,307,0
m0nb,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,307,0
b0jj,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,311,0
b0jj,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,311,0
va08,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,317,0
va08,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,317,0
df92,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,320,1
df92,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,320,1
gg65,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,321,1
gg65,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,321,1
be69,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,326,1
be69,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,326,1
bv25,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,337,0
bv25,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,337,0
y171,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,340,0
y171,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,340,0
ag08,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,344,0
ag08,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,344,0
p0gq,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,346,0
p0gq,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,346,0
r0ed,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,365,1
r0ed,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,365,1
bv21,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,375,0
bv21,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,375,0
a0ba,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,379,1
a0ba,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,379,1
sm88,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,394,1
sm88,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,394,1
t0dm,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,396,0
t0dm,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,396,0
o482,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,398,1
o482,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,398,1
mj98,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,407,0
mj98,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,407,0
z419,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,413,0
z419,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,413,0
m0ac,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,419,1
m0ac,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,419,1
s0nv,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,428,1
s0nv,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,428,1
rb60,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,430,0
rb60,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,430,0
dg80,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,443,0
dg80,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,443,0
s0ti,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,455,0
s0ti,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,455,0
ki48,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,483,0
ki48,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,483,0
cg94,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,511,0
cg94,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,511,0
d0ar,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,514,0
d0ar,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,514,0
j620,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,526,0
j620,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,526,0
mn20,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,536,0
mn20,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,536,0
gh33,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,548,0
gh33,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,548,0
n771,747,1,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,34,0
n771,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,34,0
s0gd,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,91,1
s0gd,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,91,1
b0id,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,116,0
b0id,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,116,0
d0dp,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,119,1
d0dp,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,119,1
s0ja,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,128,0
s0ja,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,128,0
ph64,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,134,0
ph64,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,134,0
l0gh,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,145,0
l0gh,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,145,0
bv16,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,149,1
bv16,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,149,1
p09o,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,151,0
p09o,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,151,0
m0if,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,154,0
m0if,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,154,0
z0a1,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,163,0
z0a1,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,163,0
hf80,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,172,0
hf80,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,172,0
m0n7,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,173,0
m0n7,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,173,0
m0oq,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,179,1
m0oq,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,179,1
r0e0,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,181,0
r0e0,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,181,0
j0az,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,183,0
j0az,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,183,0
ci14,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,185,0
ci14,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,185,0
o0a2,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,192,0
o0a2,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,192,0
hg94,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,195,0
hg94,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,195,0
r0fp,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,197,0
r0fp,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,197,0
m0aw,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,199,0
m0aw,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,199,0
df88,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,208,1
df88,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,208,1
n09u,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,209,0
n09u,329,1,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,1,209,0
z09z,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,210,1
z09z,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,210,1
b0mm,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,217,0
b0mm,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,217,0
l0cx,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,218,0
l0cx,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,218,0
h09f,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,220,0
h09f,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,220,0
rh59,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,224,1
rh59,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,224,1
sx90,747,1,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,1,225,0
sx90,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,225,0
g0dh,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,226,0
g0dh,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,226,0
ta12,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,239,1
ta12,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,239,1
s0la,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,243,1
s0la,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,243,1
g09c,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,248,0
g09c,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,248,0
v0dp,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,254,0
v0dp,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,254,0
b0gr,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,257,1
b0gr,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,257,1
j09x,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,259,1
bu54,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,262,1
bu54,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,262,1
p0iy,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,266,0
p0iy,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,266,0
e0ac,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,267,0
e0ac,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,267,0
kc56,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,270,0
kc56,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,270,0
d0l3,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,271,1
d0l3,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,271,1
bu70,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,274,0
bu70,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,274,0
m0ea,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,277,1
m0ea,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,277,1
s0ek,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,280,0
s0ek,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,280,0
ga79,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,281,0
ga79,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,281,0
p0df,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,285,0
p0df,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,285,0
w857,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,290,0
w857,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,290,0
b0jj,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,304,0
b0jj,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,304,0
c0aj,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,308,0
df92,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,309,0
df92,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,309,0
m0nb,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,312,0
m0nb,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,312,0
va08,747,1,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,317,0
va08,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,317,0
gg65,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,321,0
gg65,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,321,0
bv25,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,335,0
bv25,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,335,0
be69,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,340,1
be69,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,340,1
p0gq,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,350,0
p0gq,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,350,0
ag08,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,357,1
ag08,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,357,1
y171,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,364,1
y171,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,364,1
r0ed,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,366,0
r0ed,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,366,0
bv21,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,371,1
bv21,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,371,1
a0ba,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,383,0
a0ba,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,383,0
sm88,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,392,0
sm88,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,392,0
mj98,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,403,0
mj98,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,403,0
z419,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,409,0
z419,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,409,0
t0dm,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,415,1
t0dm,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,415,1
o482,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,428,1
o482,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,428,1
rb60,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,429,0
rb60,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,429,0
m0ac,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,436,1
m0ac,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,436,1
s0nv,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,437,1
s0nv,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,437,1
mn20,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,444,0
mn20,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,444,0
dg80,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,449,1
dg80,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,449,1
s0ti,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,452,0
s0ti,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,452,0
d0ar,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,462,1
d0ar,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,462,1
ki48,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,483,0
ki48,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,483,0
j620,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,515,0
j620,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,515,0
gh33,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,543,0
gh33,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,543,0
cg94,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,548,1
cg94,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,548,1
n771,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,33,1
n771,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,33,1
n771,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,33,1
s0gd,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,88,0
s0gd,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,88,0
s0gd,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,88,0
s0ja,7485,1,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,111,1
s0ja,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,111,1
s0ja,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,111,1
b0id,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,113,1
b0id,429,1,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,113,1
b0id,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,113,1
d0dp,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,118,1
d0dp,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,118,1
d0dp,9410,1,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,118,1
ph64,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,144,0
ph64,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,144,0
ph64,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,144,0
l0gh,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,149,0
l0gh,429,1,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,149,0
l0gh,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,149,0
bv16,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,150,0
bv16,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,150,0
bv16,9410,1,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,150,0
m0if,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,153,1
m0if,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,153,1
m0if,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,153,1
p09o,7485,1,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,156,0
p09o,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,156,0
p09o,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,156,0
z0a1,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,160,0
z0a1,429,1,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,160,0
z0a1,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,160,0
m0n7,7485,1,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,163,0
m0n7,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,163,0
m0n7,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,163,0
